,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,41.0,41.0,19.0,2018,1,1,0,1,1.0,1.0,36.23784191093065,21.058097332009407,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,33.0,26.0,37.0,2018,1,1,1,1,1.0,1.0,39.076887365360186,20.40647777475313,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,23.0,27.0,32.0,2018,1,1,2,1,1.0,1.0,31.038786575769944,21.90182763244327,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,27.0,25.0,35.0,2018,1,1,3,1,1.0,1.0,26.41177619911336,36.030178068791216,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,22.0,23.0,26.0,2018,1,1,4,1,1.0,1.0,26.247952060395416,33.96114722200506,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,18.0,24.0,19.0,2018,1,1,5,1,1.0,1.0,21.350013431849106,28.283672855540935,11.649986568150894,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,4.0,3.0,9.0,2018,1,1,6,1,1.0,1.0,19.113557344582947,27.031760473504026,15.886442655417053,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,3.0,2.0,8.0,2018,1,1,7,1,1.0,1.0,4.856873956248005,15.62273281241495,23.143126043751995,17.377267187585048,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,0.0,3.0,1.0,2018,1,1,8,1,1.0,1.0,3.327767538617742,7.404974533641481,24.672232461382258,21.595025466358518,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,2.0,0.0,4.0,2018,1,1,9,1,1.0,1.0,1.86467304882327,3.2087004668316874,12.13532695117673,38.79129953316831,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,1.0,2.0,0.0,2018,1,1,10,1,1.0,1.0,1.4310158369686712,4.40005766816385,11.56898416303133,32.59994233183615,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,21.0,21.0,1.0,2018,1,1,11,1,1.0,1.0,3.415236756795987,1.2961929150937082,24.584763243204012,23.70380708490629,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,36.0,30.0,3.0,2018,1,1,12,1,1.0,1.0,21.348987408019834,1.0885462664829086,5.651012591980166,28.911453733517092,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,32.0,36.0,18.0,2018,1,1,13,1,1.0,1.0,32.52154241723744,2.369243714058437,0.0,23.630756285941562,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,24.0,25.0,33.0,2018,1,1,14,1,1.0,1.0,31.69504549403306,9.250842104074401,0.0,19.7491578959256,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,25.0,26.0,30.0,2018,1,1,15,1,1.0,1.0,25.80813041290235,24.293945293745463,7.191869587097649,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,18.0,15.0,43.0,2018,1,1,16,1,1.0,1.0,24.668298067535265,35.3559196719682,12.331701932464735,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
17,15.0,15.0,40.0,2018,1,1,17,1,1.0,1.0,18.592954145639354,32.49576460728673,22.407045854360646,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
18,30.0,32.0,26.0,2018,1,1,18,1,1.0,1.0,17.499443828235176,36.438892747771185,8.500556171764824,0.5611072522288154,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
19,21.0,22.0,37.0,2018,1,1,19,1,1.0,1.0,32.05911457346152,29.49547323343574,0.0,2.504526766564261,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
20,20.0,22.0,22.0,2018,1,1,20,1,1.0,1.0,21.54977415884108,38.0965556041957,3.4502258411589217,0.0,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
21,28.0,26.0,32.0,2018,1,1,21,1,1.0,1.0,21.093870504047047,31.451226364721833,1.9061294959529533,0.0,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
