,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,3.0,2.0,8.0,2018,1,1,0,1,1.0,1.0,4.792166243391693,14.516869036297958,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,0.0,3.0,1.0,2018,1,1,1,1,1.0,1.0,2.910314366198498,6.9688278709842795,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,2.0,0.0,4.0,2018,1,1,2,1,1.0,1.0,2.092505214313994,2.8236945542641787,0.0,1.1763054457358213,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,1.0,2.0,0.0,2018,1,1,3,1,1.0,1.0,1.3570603030953665,4.227207779093184,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,21.0,21.0,1.0,2018,1,1,4,1,1.0,1.0,3.6533227744694066,1.1784964450426811,12.346677225530593,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,36.0,30.0,3.0,2018,1,1,5,1,1.0,1.0,20.929323227425325,0.9255373566197582,12.070676772574675,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,32.0,36.0,18.0,2018,1,1,6,1,1.0,1.0,31.33130878813685,2.244145750550435,3.6686912118631483,10.755854249449564,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,24.0,25.0,33.0,2018,1,1,7,1,1.0,1.0,31.125821182562852,9.075422500244102,0.0,23.924577499755898,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,25.0,26.0,30.0,2018,1,1,8,1,1.0,1.0,25.997549047988105,24.722523813253233,2.0024509520118947,4.277476186746767,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,18.0,15.0,43.0,2018,1,1,9,1,1.0,1.0,25.105635604631026,34.92713389942391,0.0,7.072866100576093,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,15.0,15.0,40.0,2018,1,1,10,1,1.0,1.0,18.49769825542222,31.739561935310824,0.0,5.2604380646891755,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,30.0,32.0,26.0,2018,1,1,11,1,1.0,1.0,17.463865089753988,36.80680883959071,10.536134910246012,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,21.0,22.0,37.0,2018,1,1,12,1,1.0,1.0,32.26527705914381,29.3928650136636,0.0,0.6071349863364013,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,20.0,22.0,22.0,2018,1,1,13,1,1.0,1.0,21.357472814085007,38.66107745999089,3.642527185914993,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,28.0,26.0,32.0,2018,1,1,14,1,1.0,1.0,21.133462274999705,31.272453620430177,4.8665377250002955,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
