,EAD,label,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,0.0,1.0,1.0,2018,1,1,0,1,1.0,1.0,1.309731581010496,3.9433218321998273,0.6902684189895041,7.056678167800173,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,16.0,0.0,1.0,2018,1,1,1,1,1.0,1.0,2.501426157907709,1.3072896143719097,0.0,3.6927103856280903,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,33.0,1.0,0.0,2018,1,1,2,1,1.0,1.0,19.928239088983442,0.9924547391107231,0.0,3.0075452608892768,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,35.0,4.0,13.0,2018,1,1,3,1,1.0,1.0,32.33359099857351,0.6089723072566482,0.0,0.3910276927433518,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,28.0,26.0,33.0,2018,1,1,4,1,1.0,1.0,30.67123751856858,7.223324488374119,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,28.0,32.0,29.0,2018,1,1,5,1,1.0,1.0,28.36449925173912,24.268599183446707,4.635500748260881,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,14.0,38.0,42.0,2018,1,1,6,1,1.0,1.0,26.430817686471887,33.588541801829045,8.569182313528113,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,13.0,36.0,37.0,2018,1,1,7,1,1.0,1.0,18.82459223694081,38.539026387767834,9.17540776305919,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,28.0,30.0,25.0,2018,1,1,8,1,1.0,1.0,16.187835813452867,36.28839429616707,11.812164186547133,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,27.0,29.0,30.0,2018,1,1,9,1,1.0,1.0,29.521819283067924,29.02105601618679,0.0,12.97894398381321,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,25.0,30.0,26.0,2018,1,1,10,1,1.0,1.0,24.497681272004698,28.76769022435242,0.0,8.232309775647579,300.0,280.0,235.0,30.0,9.0,4.0,40.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,26.0,30.0,29.0,2018,1,1,11,1,1.0,1.0,23.505999598162106,31.33232366222995,4.494000401837894,0.0,300.0,280.0,235.0,30.0,9.0,4.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,33.0,28.0,24.0,2018,1,1,12,1,1.0,1.0,26.94269802948159,29.79151825460768,0.05730197051840946,0.20848174539231934,315.0,300.0,260.0,25.0,16.0,2.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,37.0,17.0,19.0,2018,1,1,13,1,1.0,1.0,32.40024207780292,25.94399316112767,0.0,0.0560068388723316,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,41.0,22.0,19.0,2018,1,1,14,1,1.0,1.0,36.65242553000199,19.964469729371128,0.0,9.035530270628872,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,26.0,22.0,37.0,2018,1,1,15,1,1.0,1.0,39.14794504131342,20.25067238405648,0.0,3.749327615943521,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,27.0,39.0,32.0,2018,1,1,16,1,1.0,1.0,30.11490690072541,21.996395194673443,6.885093099274592,0.0,315.0,300.0,260.0,25.0,16.0,2.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
17,25.0,33.0,35.0,2018,1,1,17,1,1.0,1.0,25.87471708428174,37.104610177937936,15.125282915718259,0.0,315.0,300.0,260.0,25.0,16.0,2.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
18,23.0,29.0,26.0,2018,1,1,18,1,1.0,1.0,26.30862032543934,33.98778344582645,0.0,3.0122165541735484,305.0,290.0,230.0,26.0,17.0,4.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
19,24.0,27.0,19.0,2018,1,1,19,1,1.0,1.0,21.737581019684967,28.30090259693945,5.262418980315033,3.6990974030605486,305.0,290.0,230.0,26.0,17.0,4.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
20,3.0,12.0,9.0,2018,1,1,20,1,1.0,1.0,19.447268066955516,26.88189130073531,5.552731933044484,8.118108699264688,305.0,290.0,230.0,26.0,17.0,4.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
21,2.0,7.0,8.0,2018,1,1,21,1,1.0,1.0,4.65557338065394,15.51891058912016,18.34442661934606,10.48108941087984,305.0,290.0,230.0,26.0,17.0,4.0,330.0,10.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
22,3.0,2.0,1.0,2018,1,1,22,1,1.0,1.0,3.0529105084514128,6.535012252056042,20.94708949154859,12.464987747943958,305.0,290.0,230.0,26.0,17.0,4.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
23,0.0,4.0,4.0,2018,1,1,23,1,1.0,1.0,2.1940879290158737,2.325857665485553,0.8059120709841263,6.674142334514447,305.0,290.0,230.0,26.0,17.0,4.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
24,2.0,0.0,0.0,2018,1,2,0,2,1.0,1.0,1.9490546076206223,4.031416592457305,0.050945392379377674,3.9685834075426953,290.0,280.0,325.0,31.0,13.0,3.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
25,21.0,0.0,1.0,2018,1,2,1,2,1.0,1.0,3.5967684307572676,1.2830714587011678,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
