,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,4.0,3.0,9.0,2018,1,1,0,1,1.0,1.0,19.204680107473017,27.373290257917755,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,3.0,2.0,8.0,2018,1,1,1,1,1.0,1.0,4.762909670798779,15.514075573886243,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,0.0,3.0,1.0,2018,1,1,2,1,1.0,1.0,2.9276875831752722,6.877269317867998,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,2.0,0.0,4.0,2018,1,1,3,1,1.0,1.0,2.0904347266522962,3.0976253990165747,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,1.0,2.0,0.0,2018,1,1,4,1,1.0,1.0,1.2522103995612897,4.414244312328275,14.747789600438711,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,21.0,21.0,1.0,2018,1,1,5,1,1.0,1.0,3.280893705966958,1.226884840401982,29.719106294033043,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,36.0,30.0,3.0,2018,1,1,6,1,1.0,1.0,21.038666950646064,1.0801832267478806,13.961333049353936,11.91981677325212,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,32.0,36.0,18.0,2018,1,1,7,1,1.0,1.0,31.81423688387594,2.265853878924673,0.0,30.734146121075327,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,24.0,25.0,33.0,2018,1,1,8,1,1.0,1.0,31.416261200351563,9.645032191568463,0.0,19.35496780843154,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,25.0,26.0,30.0,2018,1,1,9,1,1.0,1.0,26.922375177078763,23.053469869898095,0.0,18.946530130101905,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,18.0,15.0,43.0,2018,1,1,10,1,1.0,1.0,25.165780166149073,35.983557146683545,0.0,1.0164428533164553,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,15.0,15.0,40.0,2018,1,1,11,1,1.0,1.0,18.214560189092417,38.587772931661554,9.785439810907583,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,30.0,32.0,26.0,2018,1,1,12,1,1.0,1.0,16.7489334868112,36.064651956012426,10.2510665131888,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,21.0,22.0,37.0,2018,1,1,13,1,1.0,1.0,31.91521197765038,29.07012000187588,0.0,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,20.0,22.0,22.0,2018,1,1,14,1,1.0,1.0,21.747231250815542,38.35147035649885,4.252768749184458,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,28.0,26.0,32.0,2018,1,1,15,1,1.0,1.0,21.19025793727214,31.326090702966496,11.80974206272786,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,23.0,26.0,25.0,2018,1,1,16,1,1.0,1.0,25.786396310130847,29.880046151882958,11.213603689869153,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
17,37.0,37.0,17.0,2018,1,1,17,1,1.0,1.0,25.97528473471782,28.047373118919612,15.024715265282179,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
18,44.0,40.0,20.0,2018,1,1,18,1,1.0,1.0,35.6787548428772,22.133148636072672,0.0,14.866851363927328,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
19,34.0,27.0,35.0,2018,1,1,19,1,1.0,1.0,39.553319904893264,20.14631189053837,0.0,11.853688109461629,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
20,24.0,30.0,32.0,2018,1,1,20,1,1.0,1.0,30.79812170745898,21.75594488873298,0.0,13.24405511126702,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
21,23.0,22.0,36.0,2018,1,1,21,1,1.0,1.0,26.895549541580078,35.056929154586875,0.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
22,17.0,22.0,22.0,2018,1,1,22,1,1.0,1.0,23.840298815540386,36.07869057209813,0.1597011844596139,0.0,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
23,17.0,17.0,17.0,2018,1,1,23,1,1.0,1.0,20.444757638401352,28.254469341573223,0.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
24,5.0,4.0,11.0,2018,1,2,0,2,1.0,1.0,16.122149173705097,23.868989971004066,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
25,4.0,3.0,9.0,2018,1,2,1,2,1.0,1.0,5.112726674801756,14.815611845309071,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
26,0.0,2.0,3.0,2018,1,2,2,2,1.0,1.0,3.5820413782897367,7.579600656367457,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
27,2.0,2.0,4.0,2018,1,2,3,2,1.0,1.0,1.6609578669374532,4.205358562407147,0.3390421330625468,0.0,290.0,280.0,325.0,31.0,13.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
28,1.0,1.0,2.0,2018,1,2,4,2,1.0,1.0,1.7755376006049266,4.444951271632017,19.224462399395073,0.0,290.0,280.0,325.0,31.0,13.0,3.0,40.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
29,20.0,15.0,1.0,2018,1,2,5,2,1.0,1.0,3.3185820953838774,2.042385679924288,26.681417904616122,0.9576143200757121,290.0,280.0,325.0,31.0,13.0,3.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
30,33.0,34.0,2.0,2018,1,2,6,2,1.0,1.0,19.825032500226946,1.4480064367480738,16.174967499773054,16.551993563251926,290.0,315.0,325.0,31.0,18.0,8.0,40.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
31,34.0,39.0,15.0,2018,1,2,7,2,1.0,1.0,31.08533950134895,2.1258666885004245,0.0,30.874133311499577,290.0,315.0,325.0,31.0,18.0,8.0,40.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
32,27.0,27.0,33.0,2018,1,2,8,2,1.0,1.0,32.29962073931966,8.56962852622409,0.0,21.43037147377591,290.0,315.0,325.0,31.0,18.0,8.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
33,27.0,26.0,32.0,2018,1,2,9,2,1.0,1.0,27.847274893515383,22.716714693127546,0.0,20.283285306872454,290.0,315.0,325.0,31.0,18.0,8.0,340.0,8.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
34,16.0,12.0,42.0,2018,1,2,10,2,1.0,1.0,25.47298796720912,34.76767387282213,0.0,5.2323261271778705,290.0,315.0,325.0,31.0,18.0,8.0,30.0,7.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
35,11.0,14.0,39.0,2018,1,2,11,2,1.0,1.0,16.636182211986252,36.83374511822042,15.363817788013748,0.0,290.0,315.0,325.0,31.0,18.0,8.0,320.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
36,36.0,29.0,29.0,2018,1,2,12,2,1.0,1.0,15.740548646444712,36.48657442049124,6.2594513535552885,0.5134255795087626,315.0,315.0,300.0,39.0,18.0,6.0,320.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
37,21.0,30.0,32.0,2018,1,2,13,2,1.0,1.0,31.488340082036288,29.774999292755275,0.0,0.0,315.0,315.0,300.0,39.0,18.0,6.0,320.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
38,15.0,20.0,32.0,2018,1,2,14,2,1.0,1.0,25.715336279381134,28.191233027923104,0.284663720618866,3.8087669720768957,315.0,315.0,300.0,39.0,18.0,6.0,320.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
39,28.0,27.0,30.0,2018,1,2,15,2,1.0,1.0,19.972075435775555,36.351262793373216,6.0279245642244454,0.0,315.0,315.0,300.0,39.0,18.0,6.0,320.0,10.0,0.0,9999.0,0,2,30.0,0,400.0,0,400.0
40,39.0,38.0,24.0,2018,1,2,16,2,1.0,1.0,26.778078033629168,30.7091797095442,10.221921966370832,0.0,315.0,315.0,300.0,39.0,18.0,6.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
41,35.0,36.0,20.0,2018,1,2,17,2,1.0,1.0,35.518363007811004,27.437477218392843,4.481636992188996,0.0,315.0,315.0,300.0,39.0,18.0,6.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
42,44.0,42.0,21.0,2018,1,2,18,2,1.0,1.0,36.23575393419287,25.154019735237668,0.0,9.845980264762332,325.0,335.0,315.0,24.0,18.0,15.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
43,32.0,25.0,37.0,2018,1,2,19,2,1.0,1.0,41.759443639131256,22.05655340527725,0.0,9.94344659472275,325.0,335.0,315.0,24.0,18.0,15.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
44,25.0,27.0,35.0,2018,1,2,20,2,1.0,1.0,30.902170926247905,21.57261688924313,0.0,14.427383110756871,325.0,335.0,315.0,24.0,18.0,15.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
45,26.0,27.0,36.0,2018,1,2,21,2,1.0,1.0,26.064850131815604,34.072838829522944,0.0,0.0,325.0,335.0,315.0,24.0,18.0,15.0,330.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
46,20.0,26.0,24.0,2018,1,2,22,2,1.0,1.0,27.79113475167421,35.60245870792105,0.0,0.0,325.0,335.0,315.0,24.0,18.0,15.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
47,25.0,24.0,22.0,2018,1,2,23,2,1.0,1.0,23.026149159155764,27.82800903418551,0.0,0.0,325.0,335.0,315.0,24.0,18.0,15.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
48,6.0,2.0,11.0,2018,1,3,0,3,1.0,1.0,20.237297331184383,28.53833017691713,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
49,1.0,1.0,16.0,2018,1,3,1,3,1.0,1.0,4.139339330449,26.36767061111878,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
50,2.0,3.0,2.0,2018,1,3,2,3,1.0,1.0,2.4521320647994984,14.120713806754356,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
51,0.0,0.0,4.0,2018,1,3,3,3,1.0,1.0,2.038077789581304,3.9317434881340962,0.0,0.0,315.0,305.0,325.0,23.0,17.0,11.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
52,2.0,2.0,0.0,2018,1,3,4,3,1.0,1.0,1.1528479058826326,4.456508380054808,13.847152094117368,0.0,315.0,305.0,325.0,23.0,17.0,11.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
53,18.0,16.0,2.0,2018,1,3,5,3,1.0,1.0,3.29949477654256,1.3179631921519077,30.70050522345744,0.6820368078480923,315.0,305.0,325.0,23.0,17.0,11.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
54,32.0,32.0,1.0,2018,1,3,6,3,1.0,1.0,19.59063773900115,1.3354590572172895,19.40936226099885,13.664540942782711,330.0,320.0,265.0,25.0,10.0,8.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
55,34.0,36.0,14.0,2018,1,3,7,3,1.0,1.0,31.439989239541095,1.7418792488239598,0.0,31.25812075117604,330.0,320.0,265.0,25.0,10.0,8.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
56,29.0,32.0,32.0,2018,1,3,8,3,1.0,1.0,32.14074661782989,8.417080381086429,0.0,23.58291961891357,330.0,320.0,265.0,25.0,10.0,8.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
57,25.0,24.0,33.0,2018,1,3,9,3,1.0,1.0,30.17841120410687,22.167270227356042,0.0,19.832729772643958,330.0,320.0,265.0,25.0,10.0,8.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
58,23.0,18.0,45.0,2018,1,3,10,3,1.0,1.0,24.411345102259027,35.49486011277882,0.0,3.5051398872211834,330.0,320.0,265.0,25.0,10.0,8.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
59,16.0,18.0,38.0,2018,1,3,11,3,1.0,1.0,20.568389759853883,37.75529278579721,8.431610240146117,0.0,330.0,320.0,265.0,25.0,10.0,8.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
60,36.0,32.0,29.0,2018,1,3,12,3,1.0,1.0,18.922099642193373,39.061861573301016,11.077900357806627,0.0,345.0,325.0,310.0,14.0,13.0,13.0,330.0,10.0,0.0,9999.0,0,2,30.0,7,180.0,0,400.0
