,EAD,label,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,14.0,38.0,42.0,2018,1,1,0,1,1.0,1.0,26.15856946628752,33.54747802192505,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,13.0,36.0,37.0,2018,1,1,1,1,1.0,1.0,18.592261081328452,38.64458269270229,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,28.0,30.0,25.0,2018,1,1,2,1,1.0,1.0,16.546472766667318,36.4431980698059,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,27.0,29.0,30.0,2018,1,1,3,1,1.0,1.0,28.80379080547098,29.20881394503936,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,25.0,30.0,26.0,2018,1,1,4,1,1.0,1.0,24.334151431802997,28.664949547976683,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,26.0,30.0,29.0,2018,1,1,5,1,1.0,1.0,24.84859685777818,30.78523603937518,8.15140314222182,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,33.0,28.0,24.0,2018,1,1,6,1,1.0,1.0,27.46234254138343,29.5347289046678,7.537657458616572,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,37.0,17.0,19.0,2018,1,1,7,1,1.0,1.0,32.499463746152436,26.449806607589068,0.0,6.550193392410932,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,41.0,22.0,19.0,2018,1,1,8,1,1.0,1.0,35.793230019535585,19.654010916950316,0.0,9.345989083049684,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,26.0,22.0,37.0,2018,1,1,9,1,1.0,1.0,39.47034242528499,20.262701435577803,0.0,21.737298564422197,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,27.0,39.0,32.0,2018,1,1,10,1,1.0,1.0,31.6909915874095,22.208319696511346,0.0,14.791680303488654,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,25.0,33.0,35.0,2018,1,1,11,1,1.0,1.0,25.926263943959004,34.17461876837648,2.073736056040996,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,23.0,29.0,26.0,2018,1,1,12,1,1.0,1.0,26.74936650466404,33.2056022379906,0.25063349533596124,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
