,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,25.0,28.0,29.0,2018,1,1,0,1,1.0,1.0,28.021702035970375,24.35692614819479,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,19.0,14.0,42.0,2018,1,1,1,1,1.0,1.0,26.326607430829775,33.89793724868467,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,14.0,13.0,37.0,2018,1,1,2,1,1.0,1.0,18.717214862360926,38.35878952122919,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,30.0,28.0,25.0,2018,1,1,3,1,1.0,1.0,16.869061850539932,36.89126523925105,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,22.0,27.0,30.0,2018,1,1,4,1,1.0,1.0,29.182460013589015,29.30984975687618,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,26.0,25.0,26.0,2018,1,1,5,1,1.0,1.0,24.46987372005622,29.011167557290083,8.53012627994378,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,29.0,26.0,29.0,2018,1,1,6,1,1.0,1.0,24.59598705569557,30.56424003182106,10.40401294430443,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,32.0,33.0,24.0,2018,1,1,7,1,1.0,1.0,27.119056217638878,29.067577555024176,0.8809437823611219,3.932422444975824,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,35.0,37.0,19.0,2018,1,1,8,1,1.0,1.0,32.48050857644172,26.492092704384916,0.0,2.507907295615084,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,41.0,41.0,19.0,2018,1,1,9,1,1.0,1.0,37.18332836322345,22.14216349822055,0.0,19.85783650177945,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,33.0,26.0,37.0,2018,1,1,10,1,1.0,1.0,38.399360789389426,20.599457712114184,0.0,16.400542287885816,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,23.0,27.0,32.0,2018,1,1,11,1,1.0,1.0,30.767333847318557,22.553943387277876,0.0,2.446056612722124,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,27.0,25.0,35.0,2018,1,1,12,1,1.0,1.0,26.02403765814373,36.430303884951165,0.9759623418562704,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,22.0,23.0,26.0,2018,1,1,13,1,1.0,1.0,26.34637218315968,34.38659409051863,0.0,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,18.0,24.0,19.0,2018,1,1,14,1,1.0,1.0,22.121125760293562,28.25781954136249,3.8788742397064375,0.7421804586375096,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,4.0,3.0,9.0,2018,1,1,15,1,1.0,1.0,19.362525009481576,27.4661271306395,13.637474990518424,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
