,EAD,label,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,33.0,28.0,24.0,2018,1,1,0,1,1.0,1.0,26.862896471358233,29.343536967012422,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,37.0,17.0,19.0,2018,1,1,1,1,1.0,1.0,32.88022667138499,26.953407498398544,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,41.0,22.0,19.0,2018,1,1,2,1,1.0,1.0,36.28166814649618,20.635371098221203,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,26.0,22.0,37.0,2018,1,1,3,1,1.0,1.0,38.75475088019245,19.88300023923895,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,27.0,39.0,32.0,2018,1,1,4,1,1.0,1.0,31.146323058444107,22.32089280541534,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,25.0,33.0,35.0,2018,1,1,5,1,1.0,1.0,25.851687724028636,36.949748740670024,7.148312275971364,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,23.0,29.0,26.0,2018,1,1,6,1,1.0,1.0,26.414147186572265,34.61871370806671,8.585852813427735,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,24.0,27.0,19.0,2018,1,1,7,1,1.0,1.0,21.889634431759056,28.37203594127192,6.110365568240944,4.627964058728079,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,3.0,12.0,9.0,2018,1,1,8,1,1.0,1.0,19.64198543168452,27.328488486069052,8.358014568315479,1.6715115139309482,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,2.0,7.0,8.0,2018,1,1,9,1,1.0,1.0,4.932637173794276,21.863427840227658,9.067362826205724,20.136572159772342,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,3.0,2.0,1.0,2018,1,1,10,1,1.0,1.0,3.039791582509238,6.68676928019284,9.960208417490762,30.31323071980716,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,0.0,4.0,4.0,2018,1,1,11,1,1.0,1.0,2.1462923274243573,3.112407110815985,25.85370767257564,21.887592889184013,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,2.0,0.0,0.0,2018,1,1,12,1,1.0,1.0,1.5523075179327108,4.419997369952811,25.44769248206729,25.58000263004719,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,21.0,0.0,1.0,2018,1,1,13,1,1.0,1.0,3.433560401626364,1.2705160608017179,21.566439598373634,24.729483939198282,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,30.0,3.0,3.0,2018,1,1,14,1,1.0,1.0,21.468233226902726,0.9866044313748449,4.531766773097274,28.013395568625157,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,36.0,7.0,18.0,2018,1,1,15,1,1.0,1.0,32.34304103911735,2.2913461530811405,0.6569589608826476,21.70865384691886,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,25.0,27.0,33.0,2018,1,1,16,1,1.0,1.0,30.53901226807959,9.18697664805358,6.460987731920412,9.81302335194642,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
17,26.0,39.0,30.0,2018,1,1,17,1,1.0,1.0,26.103299394539732,25.056915662008414,14.896700605460268,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
18,15.0,28.0,43.0,2018,1,1,18,1,1.0,1.0,24.46794878633013,35.832538668215655,1.5320512136698703,1.1674613317843452,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
19,15.0,36.0,40.0,2018,1,1,19,1,1.0,1.0,18.6184403935087,32.84192296207621,8.381559606491301,0.0,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
