,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,37.0,33.0,0.0,2018,1,1,0,1,1.0,1.0,19.917772258288082,1.062076303523916,0.0,9.937923696476084,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,28.0,35.0,13.0,2018,1,1,1,1,1.0,1.0,33.31745644843625,0.7632798381738793,0.0,4.2367201618261205,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,27.0,28.0,33.0,2018,1,1,2,1,1.0,1.0,31.328090605890647,7.336441895210957,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,25.0,28.0,29.0,2018,1,1,3,1,1.0,1.0,27.383011505568497,21.59987370892474,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,19.0,14.0,42.0,2018,1,1,4,1,1.0,1.0,26.337605709607228,33.98352627082041,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,14.0,13.0,37.0,2018,1,1,5,1,1.0,1.0,18.43895437664456,37.34095380591431,14.56104562335544,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,30.0,28.0,25.0,2018,1,1,6,1,1.0,1.0,16.60930986328415,36.18681255887928,18.39069013671585,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,22.0,27.0,30.0,2018,1,1,7,1,1.0,1.0,29.634777519652527,29.371284755887284,0.0,3.6287152441127155,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,26.0,25.0,26.0,2018,1,1,8,1,1.0,1.0,24.744183713541275,28.392060075469303,3.2558162864587246,0.6079399245306973,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,29.0,26.0,29.0,2018,1,1,9,1,1.0,1.0,24.265292787319485,31.307085606614514,0.0,10.692914393385486,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,32.0,33.0,24.0,2018,1,1,10,1,1.0,1.0,27.128349094551474,29.327618157436135,0.0,7.6723818425638655,300.0,280.0,235.0,30.0,9.0,4.0,40.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,35.0,37.0,19.0,2018,1,1,11,1,1.0,1.0,32.81723038340627,25.790912519607243,0.0,0.0,300.0,280.0,235.0,30.0,9.0,4.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,41.0,41.0,19.0,2018,1,1,12,1,1.0,1.0,36.562892383710064,20.271555207824115,0.0,9.728444792175885,315.0,300.0,260.0,25.0,16.0,2.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,33.0,26.0,37.0,2018,1,1,13,1,1.0,1.0,39.3020243404311,20.523362157723316,0.0,5.476637842276684,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,23.0,27.0,32.0,2018,1,1,14,1,1.0,1.0,30.866756708644253,22.089025039620473,0.0,6.9109749603795265,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,27.0,25.0,35.0,2018,1,1,15,1,1.0,1.0,25.754650101292054,36.578608671512576,7.245349898707946,0.0,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,22.0,23.0,26.0,2018,1,1,16,1,1.0,1.0,26.290300998085428,34.19902568766124,10.709699001914572,0.0,315.0,300.0,260.0,25.0,16.0,2.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
17,18.0,24.0,19.0,2018,1,1,17,1,1.0,1.0,21.516481356559712,28.010568573790742,19.483518643440288,0.0,315.0,300.0,260.0,25.0,16.0,2.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
