,EAD,label,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,16.0,0.0,1.0,2018,1,1,0,1,1.0,1.0,2.430460055195239,1.3483421031162932,0.0,9.651657896883707,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,33.0,1.0,0.0,2018,1,1,1,1,1.0,1.0,19.58299251175083,0.9475037359168015,0.0,4.0524962640831985,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,35.0,4.0,13.0,2018,1,1,2,1,1.0,1.0,33.984934179619266,0.6356220045526229,0.0,3.364377995447377,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,28.0,26.0,33.0,2018,1,1,3,1,1.0,1.0,32.953968945803545,8.731643576843283,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,28.0,32.0,29.0,2018,1,1,4,1,1.0,1.0,28.319618830808068,23.602952613339482,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,14.0,38.0,42.0,2018,1,1,5,1,1.0,1.0,26.628777037936125,33.96925885746714,6.371222962063875,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,13.0,36.0,37.0,2018,1,1,6,1,1.0,1.0,18.116563808745322,38.365554796912974,16.883436191254678,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,28.0,30.0,25.0,2018,1,1,7,1,1.0,1.0,16.165692303811568,35.83470723586658,11.834307696188432,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,27.0,29.0,30.0,2018,1,1,8,1,1.0,1.0,29.555628951959317,29.220917566236963,0.0,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,25.0,30.0,26.0,2018,1,1,9,1,1.0,1.0,25.141632514985545,28.450610443438425,0.0,13.549389556561575,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,26.0,30.0,29.0,2018,1,1,10,1,1.0,1.0,24.69612394310059,30.93438332681817,0.0,6.065616673181829,300.0,280.0,235.0,30.0,9.0,4.0,40.0,7.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,33.0,28.0,24.0,2018,1,1,11,1,1.0,1.0,26.495564321434966,29.02797589671469,1.5044356785650344,0.0,300.0,280.0,235.0,30.0,9.0,4.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,37.0,17.0,19.0,2018,1,1,12,1,1.0,1.0,33.15670834749564,26.39613385467534,0.0,3.603866145324659,315.0,300.0,260.0,25.0,16.0,2.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,41.0,22.0,19.0,2018,1,1,13,1,1.0,1.0,36.616440809959,20.270733737784518,0.0,5.729266262215482,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,26.0,22.0,37.0,2018,1,1,14,1,1.0,1.0,38.74328502094349,20.360463674911987,0.0,8.639536325088013,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,27.0,39.0,32.0,2018,1,1,15,1,1.0,1.0,31.074384055077562,21.959917366063948,1.9256159449224377,2.040082633936052,315.0,300.0,260.0,25.0,16.0,2.0,340.0,10.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,25.0,33.0,35.0,2018,1,1,16,1,1.0,1.0,25.7682564192543,37.00924801580981,11.2317435807457,0.0,315.0,300.0,260.0,25.0,16.0,2.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
17,23.0,29.0,26.0,2018,1,1,17,1,1.0,1.0,26.431909185609854,34.013056918595474,14.568090814390146,0.0,315.0,300.0,260.0,25.0,16.0,2.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
18,24.0,27.0,19.0,2018,1,1,18,1,1.0,1.0,22.153220491322156,27.754192764395142,3.8467795086778445,9.245807235604858,305.0,290.0,230.0,26.0,17.0,4.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
19,3.0,12.0,9.0,2018,1,1,19,1,1.0,1.0,18.696285879371015,26.967819495806467,8.303714120628985,5.0321805041935335,305.0,290.0,230.0,26.0,17.0,4.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
20,2.0,7.0,8.0,2018,1,1,20,1,1.0,1.0,5.057764122801251,15.712651736708434,19.942235877198748,19.287348263291566,305.0,290.0,230.0,26.0,17.0,4.0,270.0,7.0,0.0,9999.0,0,4,30.0,7,180.0,0,400.0
21,3.0,2.0,1.0,2018,1,1,21,1,1.0,1.0,2.738233419417995,6.763468648005272,20.261766580582005,19.236531351994728,305.0,290.0,230.0,26.0,17.0,4.0,330.0,10.0,0.0,9999.0,0,0,0.0,0,0.0,0,0.0
22,0.0,4.0,4.0,2018,1,1,22,1,1.0,1.0,2.059168845567167,2.941358833167895,21.940831154432832,16.058641166832103,305.0,290.0,230.0,26.0,17.0,4.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
23,2.0,0.0,0.0,2018,1,1,23,1,1.0,1.0,1.228111755166887,4.0559392545623725,1.771888244833113,4.9440607454376275,305.0,290.0,230.0,26.0,17.0,4.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
24,21.0,0.0,1.0,2018,1,2,0,2,1.0,1.0,3.565292964829814,1.2580651461168058,0.0,6.741934853883194,290.0,280.0,325.0,31.0,13.0,3.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
25,30.0,3.0,3.0,2018,1,2,1,2,1.0,1.0,21.563622494671428,1.2326444395710192,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
26,36.0,7.0,18.0,2018,1,2,2,2,1.0,1.0,31.65411769684945,2.353994075387835,0.0,1.6460059246121652,290.0,280.0,325.0,31.0,13.0,3.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
27,25.0,27.0,33.0,2018,1,2,3,2,1.0,1.0,32.00099364050941,10.740143721918757,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
28,26.0,39.0,30.0,2018,1,2,4,2,1.0,1.0,25.584649140949562,23.765965531975734,0.0,0.0,290.0,280.0,325.0,31.0,13.0,3.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
29,15.0,28.0,43.0,2018,1,2,5,2,1.0,1.0,24.91866485761137,36.15955491899293,5.081335142388632,0.0,290.0,280.0,325.0,31.0,13.0,3.0,70.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
30,15.0,36.0,40.0,2018,1,2,6,2,1.0,1.0,18.998708444846603,33.84557343603692,17.001291555153397,0.0,290.0,315.0,325.0,31.0,18.0,8.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
31,32.0,30.0,26.0,2018,1,2,7,2,1.0,1.0,17.698484152459493,37.472268430375756,7.301515847540507,0.0,290.0,315.0,325.0,31.0,18.0,8.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
32,22.0,43.0,37.0,2018,1,2,8,2,1.0,1.0,32.118696778372154,29.27805881469781,0.0,0.7219411853021889,290.0,315.0,325.0,31.0,18.0,8.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
33,22.0,30.0,22.0,2018,1,2,9,2,1.0,1.0,20.998768336021705,36.82808283659014,0.0,6.171917163409859,290.0,315.0,325.0,31.0,18.0,8.0,340.0,6.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
