,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,23.0,27.0,32.0,2018,1,1,0,1,1.0,1.0,31.015253264460828,21.8886025538177,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,27.0,25.0,35.0,2018,1,1,1,1,1.0,1.0,25.767127572007382,36.78101260895878,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,22.0,23.0,26.0,2018,1,1,2,1,1.0,1.0,26.085075749337882,33.96792421541746,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,18.0,24.0,19.0,2018,1,1,3,1,1.0,1.0,21.76503537418677,27.962732934227294,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,4.0,3.0,9.0,2018,1,1,4,1,1.0,1.0,19.153088767429722,27.097856286077846,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,3.0,2.0,8.0,2018,1,1,5,1,1.0,1.0,4.898156616105744,16.01024675229785,28.101843383894256,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,0.0,3.0,1.0,2018,1,1,6,1,1.0,1.0,3.057329076840944,7.092255280532175,31.942670923159056,5.907744719467825,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,2.0,0.0,4.0,2018,1,1,7,1,1.0,1.0,2.120395930760584,2.9562291621638037,25.879604069239416,30.043770837836195,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,1.0,2.0,0.0,2018,1,1,8,1,1.0,1.0,1.485167727317797,4.269406275785749,26.514832272682202,24.730593724214252,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,21.0,21.0,1.0,2018,1,1,9,1,1.0,1.0,3.424083298558643,1.298105508573438,10.575916701441358,40.701894491426565,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
