,label,EAD,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,35.0,37.0,19.0,2018,1,1,0,1,1.0,1.0,32.91635503384753,26.192108761351637,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,41.0,41.0,19.0,2018,1,1,1,1,1.0,1.0,36.53343997921794,21.032173961469997,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,33.0,26.0,37.0,2018,1,1,2,1,1.0,1.0,39.380473464122765,20.466693048685435,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,23.0,27.0,32.0,2018,1,1,3,1,1.0,1.0,28.607269847770166,21.87080345674875,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,27.0,25.0,35.0,2018,1,1,4,1,1.0,1.0,25.541335378818427,36.93278242825927,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,22.0,23.0,26.0,2018,1,1,5,1,1.0,1.0,26.68319907787588,34.11269408450966,6.31680092212412,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,18.0,24.0,19.0,2018,1,1,6,1,1.0,1.0,21.718937596578083,28.603655178618897,13.281062403421917,0.0,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,4.0,3.0,9.0,2018,1,1,7,1,1.0,1.0,19.20834408476005,27.181427689829025,8.79165591523995,5.818572310170975,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,3.0,2.0,8.0,2018,1,1,8,1,1.0,1.0,4.741238971480828,15.481947282391795,23.25876102851917,13.518052717608205,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,0.0,3.0,1.0,2018,1,1,9,1,1.0,1.0,2.8735499042924686,7.448459992347805,11.126450095707531,34.55154000765219,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
