,EAD,label,EDD,year,month,day,hour,DayName,Arpt_cond,P_Airp,P_AAR,P_ADR,Arrival_remainder,Departure_remainder,WD_850,WD_925,WD_1000,WS_850,WS_925,WS_1000,WDIR_t,WSPD_t,WG_t,VIS_t,WC_t,CLA_1LYR_t,BASE_1LYR_t,CLA_2LYR_t,BASE_2LYR_t,CLA_3LYR_t,BASE_3LYR_t
0,25.0,33.0,35.0,2018,1,1,0,1,1.0,1.0,25.124982847425983,36.6043639564375,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
1,23.0,29.0,26.0,2018,1,1,1,1,1.0,1.0,26.23656601424543,33.651747386393644,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
2,24.0,27.0,19.0,2018,1,1,2,1,1.0,1.0,21.568648946530853,28.116701606150695,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
3,3.0,12.0,9.0,2018,1,1,3,1,1.0,1.0,19.017617562773,27.72536864931665,0.0,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
4,2.0,7.0,8.0,2018,1,1,4,1,1.0,1.0,4.723112665358761,16.633269075300618,11.276887334641238,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
5,3.0,2.0,1.0,2018,1,1,5,1,1.0,1.0,2.8501694563484463,7.073402474486938,30.149830543651554,0.0,320.0,325.0,245.0,28.0,19.0,3.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
6,0.0,4.0,4.0,2018,1,1,6,1,1.0,1.0,1.8625671532918087,3.049872181254496,33.137432846708194,9.950127818745504,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
7,2.0,0.0,0.0,2018,1,1,7,1,1.0,1.0,1.5179644895978068,4.24499430600612,26.48203551040219,28.75500569399388,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
8,21.0,0.0,1.0,2018,1,1,8,1,1.0,1.0,3.366367677778794,1.564982137685882,24.633632322221207,27.43501786231412,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
9,30.0,3.0,3.0,2018,1,1,9,1,1.0,1.0,20.85301673352724,1.175107662364743,0.0,40.824892337635255,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
10,36.0,7.0,18.0,2018,1,1,10,1,1.0,1.0,32.145833672201796,2.434616325692209,0.0,34.56538367430779,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
11,25.0,27.0,33.0,2018,1,1,11,1,1.0,1.0,32.08956382179389,10.429164627080977,0.0,14.570835372919023,300.0,280.0,235.0,30.0,9.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
12,26.0,39.0,30.0,2018,1,1,12,1,1.0,1.0,25.733233535269225,24.072942480711838,1.2667664647307753,5.927057519288162,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
13,15.0,28.0,43.0,2018,1,1,13,1,1.0,1.0,24.55309567525198,35.79180401767059,0.44690432474801867,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
14,15.0,36.0,40.0,2018,1,1,14,1,1.0,1.0,18.181133813749582,32.41170825629948,7.818866186250418,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
15,32.0,30.0,26.0,2018,1,1,15,1,1.0,1.0,17.01101053796246,36.1557311104013,15.98898946203754,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
16,22.0,43.0,37.0,2018,1,1,16,1,1.0,1.0,32.14050628486037,29.28544231028703,4.859493715139628,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
17,22.0,30.0,22.0,2018,1,1,17,1,1.0,1.0,21.42277961747681,38.315999186916926,19.57722038252319,0.0,315.0,300.0,260.0,25.0,16.0,2.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
18,26.0,28.0,32.0,2018,1,1,18,1,1.0,1.0,20.67999160704393,31.2274781905988,5.320008392956069,5.772521809401201,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
19,26.0,27.0,25.0,2018,1,1,19,1,1.0,1.0,25.643938735039328,29.44322984730211,1.3560612649606725,2.55677015269789,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
20,37.0,23.0,17.0,2018,1,1,20,1,1.0,1.0,26.751504658760208,28.243264384874497,0.0,6.756735615125503,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
21,40.0,17.0,20.0,2018,1,1,21,1,1.0,1.0,35.73103920774137,22.76262528777009,0.0,3.2373747122299115,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
22,27.0,23.0,35.0,2018,1,1,22,1,1.0,1.0,39.45105826294628,20.08397670923235,0.0,0.0,305.0,290.0,230.0,26.0,17.0,4.0,0.0,0.0,0.0,9999.0,0,0,400.0,0,400.0,0,400.0
